;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
538;752;"[  885863   911388   943892   986912   999999  5566674  7168286  9655212
 10285335 12731183   830608  1002850  1013868  8019628 15831255]";[6534030, 6533362, 8090556, 6534078, 6533368];[6534078, 943892, 7410321, 10285005, 861256];[947798, 9392700, 830686, 906900, 6391080];[993638, 6533362, 971922, 1127716, 1124432]
539;753;[  999999   976199  1009187  8293439 13876775];[1126899, 878996, 866211, 847207, 1127831];[13213567, 12262832, 843418, 891415, 847207];[8119101, 5567582, 824977, 949257, 897083];[5569157, 901062, 901776, 1074754, 5567874]
540;754;[ 905542 1055504 1130517  999999];[1016785, 841584, 1076187, 6424460, 871570];[1016785, 841584, 1076187, 969403, 1135983];[10457044, 876626, 6395907, 992650, 9297574];[841584, 1115098, 928342, 906923, 909497]
541;755;[  892500   901211   999999  5568320  9523058 17248747];[1136033, 965693, 5569993, 6534030, 10143784];[7168890, 8357825, 12782182, 878442, 1049735];[8118764, 7024847, 969945, 1065538, 1096573];[7168759, 1105488, 1138854, 878290, 1018740]
542;757;"[  829950   858001   999999   884686   933354   984054  1004906  1008547
  1042438  1044078  9296919 13115666]";[13776705, 970760, 940947, 883202, 1089986];[1058243, 948640, 913814, 1082090, 831728];[949257, 892728, 908314, 983665, 8069118];[1011457, 976835, 1085138, 8090513, 846833]
543;759;"[  824661   831223   851336   907099   921406   999999   940766   954673
  1027849  1102929  1111786  8293486  9677236 13417761 13876348]";[1071446, 1119405, 824661, 1060705, 832968];[824661, 832968, 998519, 5567601, 906844];[945909, 948239, 977798, 1076187, 906917];[12696099, 5570882, 9526159, 948832, 13007355]
544;761;"[  842647   856252   999999   924864   998444  1004385  1030182  1046707
  1065380  1070559  1083787  1085586  1096738  1099319  1104343  1110857
  5566648  6034857  9707240  9859111  9935616 15452631 16769526 16770147
   820580   859427   995965  1075832  1131374  9487606   957951   867588
   871563   874972   911974   927060   974524  1000237  1001827  1035691
  1038174  1042907  1048237  1075032  1113687  5569230  5569471  9834742
 18005579]";[5585701, 1034955, 916122, 933835, 848319];[9297574, 911974, 939681, 1069506, 834382];[843929, 931579, 820923, 859010, 835499];[1044078, 1074754, 865456, 7166866, 834826]
545;762;"[  832652   999999  9837365  1017221   986912  1010676   937358  1034028
  1059823  1060673  1074775  7168774  8069230  9827950 12263448 12330794
   901062   909714   957736   998444  6534030  8090532  8090536  8090537
  8090539  8090545  9527159 15737472 13513000   903261   999090  6534404
  9419962 13213669 15716907  6602479]";[971983, 992730, 878775, 954347, 849129];[5569993, 10285454, 884344, 9707078, 9392953];[8019186, 880168, 916578, 1057168, 10198378];[993638, 9677236, 1110779, 876624, 901062]
546;764;"[  878996  1106894  6979526  7409618  1069863  1129609  6464069   999999
 12692328   848029   892503   968164  5578437]";[12523928, 9420067, 863447, 999250, 12692328];[1028422, 12692328, 7409618, 9420067, 879031];[1118946, 6704319, 820923, 918046, 901976];[12692328, 1074754, 1132036, 1083548, 880050]
547;766;"[  879445   912704   916990   999999   994685  1026235  1133823 12172071
   878996   901062   908312   959179   996114  1125278  6034857  6979437
  9547021 10285121   838186   913052   972191   993592  1004906  1029743
  1043751  1068719  1101283  1102845  1135476  6463504  9245106   824977
   903325  1096556 13213567]";[6034857, 854852, 1055504, 1080853, 930118];[916990, 1096556, 9547021, 902640, 959179];[1016785, 879393, 932949, 977798, 947412];[1127831, 902640, 1135476, 6034648, 1128539]
548;767;"[  903325   970747   979707   999999  8293385  9526100 15737472   880150
   961792 13653499]";[883003, 827656, 1138443, 1054567, 866211];[1042571, 1006252, 1104349, 845379, 1107760];[1134296, 1034462, 1092588, 5981267, 967144];[952408, 1072968, 8065410, 1051211, 5591520]
549;768;"[  913210 13008042   834117  1043730 15926886   928585   955687   999999
  1119667  5995485   861279  1107420   899624  1001266  5591939  8293486
 17249789]";[12262992, 819590, 9575582, 1095843, 993638];[10198378, 9526572, 1123106, 1067954, 12171765];[888988, 999189, 1010950, 864335, 970160];[1074754, 913210, 834117, 937330, 984575]
550;769;"[  876991   929341  1068719  1103160  1135476  1139782  5568729  6463742
  9835509 12692985   999999 13008469 13189799]";[5981074, 1029743, 5981267, 1067779, 5587656];[8019649, 847962, 871514, 942166, 909800];[953609, 7443137, 876626, 850601, 970160];[1044078, 1074754, 1099905, 5570595, 920740]
551;770;"[  844179   861279   949742   993638  1089568  5568197  5569230   999999
 14025159]";[838186, 1029743, 13910669, 12757316, 993826];[837495, 1060292, 1092937, 928589, 1132956];[941515, 902377, 8203851, 1080867, 941515];[5569845, 1074754, 12301100, 845078, 1014509]
552;771;"[  889863 15716073   874998   999999  1000059 12384479   911388   897954
   996114   901062  1128271 15972298   831728   922774   930283  6034857
   966778   968880  1004906   880460  1070845  8249559  9677580   894791
   933835  8091550   993638]";[916122, 1070702, 844179, 976199, 1004906];[1022066, 966778, 1077439, 9419525, 9392953];[841287, 1033857, 947412, 1116635, 1057168];[1007512, 849697, 820321, 1127831, 985999]
553;773;"[  859427  1016195  1130517  5572234   999999  9837394  9935616   835973
   909714   951169  1000586  1069609  5575713  7025250  8293439  9419443
  1041185  1060673  5569471  6533362  6979526 12132685]";[5569471, 909714, 857503, 12987975, 865705];[9420181, 901772, 9655528, 841606, 6632283];[850768, 891505, 864335, 869835, 1116253];[1029894, 1127831, 859427, 834303, 9419888]
554;776;[ 999999 1029743];[1106523, 1044078, 1029743, 1012587, 1025581];[851188, 908314, 965889, 1057168, 901916];[1000542, 1015280, 985889, 1103898, 1057168];[1074754, 1096573, 939636, 937292, 985999]
555;777;"[  891961   940806  1099669 10456622   862318   862725   866211   883003
   916122   933835   999999  1027168  1029743  1061402  1070845  1087102
  1098435  6533608  6602440  9296856  9677624 13213075 13987328 16769526]";[1059823, 989275, 972515, 922651, 12781564];[12782182, 1059823, 862725, 1117219, 12781829];[978343, 1076580, 832661, 1017075, 1028012];[989275, 8177622, 12781828, 12781828, 1024319]
556;779;"[  822259   999999   832678   904105   908778   963365  1111080  6533362
 15926507   871337   976199  5564526 12301338   845208   848319   849018
   853522   870515   871611   892144   916122   918684   933835   959316
   973135  1018740  1037337  1051323  1053988  1061614  1105301  1128161
 13416117   904236   921504  6979363]";[951412, 8090532, 976199, 8203342, 8203782];[9859017, 1117219, 963365, 6533362, 925350];[5707857, 977927, 7146026, 1131634, 830202];[5568249, 5569845, 901776, 1100096, 848319]
557;781;[  925862  1135476 12946027 13654702   836445];[1022254, 936914, 1135044, 5578437, 947326];[6514011, 5578437, 7024847, 854133, 930009];[1058709, 907099, 1116635, 1048237, 861494];[1057124, 839419, 854405, 1025611, 5570383]
558;784;"[  999999   965530  1068719   995965  1102250   826690   898829   910473
   990256  1038684  1051323  1139782   860248  1071686   843450   938596
  1036939  5569230  7441210 12523993]";[1031316, 1036939, 1037840, 5569230, 1102250];[1102250, 1036939, 1139782, 939860, 1057168];[1117219, 889692, 911454, 7168055, 984680];[5569845, 1036939, 965530, 1102250, 999999]
559;786;"[  860248   903609   972665   977798  1004906  1023196  1071342  1106523
  5569230   999999  7441210 12731506   832678   878715   910032   997689
  1027168  1044078  1065538  1123101  1135573  8090521   863169  1000753
  1137344 12673140   882850   897954   902037   951561   961980   978077
  1029743  1122358  1125077  1130858  7409941   862799   874972  1007752
  6423786  8291322   866211   920145   931255  1001266  1091809  1098844
  9881666   836645   940947  1115069 12301100 13094962]";[1034176, 849202, 1124971, 910473, 1004906];[878715, 1065538, 6423786, 1117219, 972665];[964462, 5707857, 1128395, 928263, 1087618];[5569845, 905645, 1108094, 1034176, 1044078]
560;787;[  999104   999999 12457084 16729299];[1079528, 857538, 1013597, 6391152, 6533681];[1079528, 857538, 5567702, 823775, 7410320];[890490, 1075765, 1014732, 937791, 1103513];[857538, 1036409, 12695874, 824758, 919423]
561;788;"[  992649 10285017 13115525   896757  1028995  1054088  1056492  5569230
  5569845   999999  8090509  8090532  8090537 13871141]";[1044078, 1106523, 999779, 8090537, 1038663];[871514, 901976, 879734, 1108131, 943522];[911311, 994577, 1053329, 1021715, 901976];[5569845, 1074754, 5569230, 1024051, 8090521]
562;789;[ 819400  999999  944534  963683  869728  983584 9704174  921504];[1121694, 976199, 972665, 891632, 9831557];[1137771, 922561, 1095964, 9420181, 1091383];[6443350, 9802981, 965772, 936117, 994223];[972418, 1138443, 1018740, 895930, 863447]
563;790;"[  999999   857981   896803   959821  6552254  6632668  6704144  6704207
 15717150]";[949742, 5582712, 9297055, 849129, 878222];[7410320, 9297055, 1100273, 7409944, 9297310];[879922, 929388, 1047525, 1006922, 983665];[9297310, 9297055, 1139569, 1045885, 7410321]
564;794;[  865026   999999  1101010 16100266];[865026, 948670, 1135834, 986912, 916993];[959455, 865026, 6704319, 1117219, 950638];[6396492, 1116589, 917033, 870559, 1139638];[8065410, 9655212, 1135834, 871611, 904997]
565;795;"[  899624   948650   999999   985866  1029743  1044078  1069609  1138292
  5587656  5590613 10344714  5592437]";[5568378, 5569327, 1044078, 1029743, 956125];[956125, 1062698, 916575, 9419443, 1131625];[1057168, 1091926, 985605, 985699, 998008];[1074754, 1101010, 12301100, 951855, 1036249]
566;796;[993638];[1127758, 1038745, 972143, 956486, 969866];[916990, 890269, 902640, 9420354, 969866];[875392, 896757, 1009361, 6552438, 890423];[986912, 871611, 972143, 902640, 956486]
567;798;"[  983897  1016276  6424465   999999 13841744 13008227  1037417  1122358
  5568249 12648296]";[1127716, 9707078, 9707461, 9677100, 8090536];[5569074, 9338009, 7142552, 985605, 837495];[1101744, 1061982, 1076954, 857130, 1065259];[5567874, 5574358, 860248, 9677791, 960318]
568;799;[ 999999 1035321 7168754  884945];[1043751, 819978, 5569471, 1101010, 913210];[6552318, 1017075, 1114653, 931124, 897270];[12692328, 1118946, 8090653, 9553335, 953539];[942778, 1050851, 837644, 12301109, 1105488]
569;800;"[  985999  9655212 10285006 15927301   830503   999999  6391086 12262992
   860703 13007284  9677236  9835509   883202   905353   995965  1090621
  1132231   848319  1130029  1110031  7464370 12132648  9526344   974743
  8090537 10344714 13777061 17827241   897605   932863   911974   924864
  1008324  1115358  1119830 15452631 16729415]";[843558, 1061228, 1014458, 857736, 916122];[5590965, 6391086, 10285006, 860703, 1031419];[1074040, 963686, 1118623, 1036486, 1117602];[859427, 7409845, 13040302, 904435, 1097280]
570;801;"[  823704   841220   856252   892531   906335   912147   984232  1001277
  1030282  1070820  1075283  1094924  1116253  7169088  8019628  8119004
  8119318  9884698   999999 16729296]";[999270, 844179, 6424471, 828106, 899624];[7169088, 909497, 1006264, 894360, 1094924];[1116050, 8015407, 8019916, 972235, 927277];[1074754, 899459, 1055503, 937292, 1042571]
571;802;[1016276  999999];[5569230, 1020581, 12810393, 9245108, 905087];[1118946, 1055403, 872826, 1057168, 1116770];[6534201, 1057168, 906202, 10457518, 8015407];[993638, 8090521, 1029743, 878285, 12484491]
572;803;"[ 999999 1132789 1123146  969866  825343  844179  985699 1095242 1115553
 5592931 8019954 9655212]";[869047, 1041688, 941883, 948086, 843259];[969866, 884089, 1123045, 843259, 1113651];[997025, 8090556, 870843, 957080, 962266];[956486, 12301100, 1027849, 941883, 1044078]
573;804;[1101010  999999 1138858];[1044078, 1106523, 998206, 1021116, 1012587];[942475, 983959, 1135219, 821209, 5567715];[985889, 1015280, 908314, 834435, 836085];[1074754, 5569845, 8090537, 5590613, 819978]
574;805;"[  949023  1029743  1044188   899624   999999  1038663 13003094 13986393
  1038174  9837100   960732 16729296   999090   947858   985999   993638
  1131321  9245108 13213669   834396  1049922]";[1106523, 1044078, 899624, 999779, 949023];[1049922, 949023, 918345, 1086119, 5568382];[979452, 1014732, 949257, 1021715, 1070129];[1046545, 985999, 1074754, 5568378, 7147142]
575;806;"[  825749   826666   837865   890955   917816  1002771  1004906  1022254
  1029743  1107039 10307182 13944638 14025398   999999  8090513  8090532
  8090536   852856   855718   994685  1129321 17899758   839419   866211
   880150   915715  1012587  5569471  7409941  8119152 12810393 17900967
 17902844 18005579]";[5568845, 10180324, 1039627, 9420337, 915869];[1056212, 6772803, 5572308, 891415, 890955];[9677200, 911974, 1134483, 1054402, 852235];[1074754, 826690, 1101104, 830526, 944486]
576;807;"[  838186   875392   999999  1003487 13213239   862799   984669  9297474
 12987861  1014509  9296919 15971883]";[8090536, 6533362, 8090556, 6534030, 5568249];[8090653, 1107760, 858999, 965530, 896666];[947798, 13906641, 13008065, 1076954, 839152];[12757007, 865671, 1074754, 1139782, 1039578]
577;808;"[ 6548776  1029743  1136719  7168058   866211   957013  1008814  1016800
  1051211   999999 13413276]";[5569230, 1016800, 926905, 1106505, 1008814];[894360, 1008814, 6395907, 7166672, 7168058];[839152, 1093113, 824796, 958067, 8293439];[1074754, 926905, 917033, 823721, 985999]
578;810;[1125278 1107839];[835300, 823862, 1026118, 1084036, 999250];[948640, 962615, 8203851, 863632, 877803];[8069350, 1091090, 1024489, 1006664, 832661];[1125278, 986912, 834303, 1125278, 897165]
579;811;[838867];[1029743, 5569327, 1106523, 907631, 906838];[1116770, 1013578, 831937, 8019233, 868645];[10284929, 883819, 8090533, 836085, 9655482];[1074754, 913210, 906923, 878996, 985999]
580;813;"[  834382   866211   913210   930118   946839   948650   999999   979778
   979792   990256  1008547  1037337  1050851  1072685  1075232  1096563
  6424472  6979803 15483038 15831255   831628   835098   912141 12130733]";[854852, 8090440, 993638, 863632, 965267];[1076187, 931579, 6534030, 13944905, 1012801];[1135578, 9392700, 897083, 903019, 5567582];[5567874, 946839, 1070702, 8177622, 913210]
581;814;"[  825180   827919   839419   999999   880150   887953   892314   892531
   899624   935842   938319   959821   972143   991024   992933  1000753
  1013807  1016276  1027168  1044078  1096794  5564713 12648296 12810393]";[916122, 925766, 1132198, 948086, 7441102];[918046, 832492, 935842, 9419422, 1043920];[7168890, 1108131, 957080, 1034462, 1036486];[884945, 839419, 833940, 5568378, 981288]
582;816;"[  999999   856942   872762   879504   942654   965766   985999  1018740
  1024306  1060872  7167836 12525149 12810393 15596764 15597022 15924983
  1003133]";[867272, 1097704, 822225, 5565925, 886103];[13213475, 857736, 1097704, 1033151, 901460];[1015474, 1104349, 866828, 971474, 9527417];[880888, 1097661, 871680, 1033151, 10285137]
583;817;"[  999999   921167   954102  1010766  1060408  1094924  1096556  1123101
  1138854  5575713  6533394 13876901   829323   845208   880741   893867
   933272   934172   995276  1070820  8249210 10456186 14025166 16829152
 17249791 17957273]";[878996, 1047076, 858439, 857503, 996070];[1092588, 1027835, 9420181, 9420048, 13417139];[1116253, 972445, 1053022, 923600, 825665];[901062, 7168619, 9419888, 1125530, 957164]
584;818;[1010185 1131506 1135476];[909714, 1057011, 857503, 1126899, 1082212];[7168431, 896666, 9297191, 7169088, 6514287];[1027216, 1076580, 1057168, 917393, 828489];[1074754, 1070820, 1077373, 1010950, 880050]
585;820;"[  906655  1038462   905353   999999  1093697  8090509  8090521 13504412
 15831387 17291166   981686  1074754  8293447 10180324   856060]";[982469, 1106523, 8090521, 891505, 983659];[906202, 852015, 877310, 5569135, 997011];[1057168, 9392700, 865174, 992650, 1012701];[8090521, 982469, 5569135, 907631, 1044078]
586;822;[ 8119004   834952  1038174 12330537 12349795];[843259, 878222, 946839, 839656, 923670];[917407, 1090317, 910151, 7168431, 935993];[8090556, 935578, 1091901, 1120009, 8119231];[960075, 1007512, 1104647, 946839, 839419]
